ㄱㄴ순 ㄱㄴ順
가족사항 家族事項
가족사회학 家族社會學
가족상봉 家族相逢
가족생계 家族生計
가족석 家族席
가족설 家族說
가족성황달 家族性黃疸
가족세습재산 家族世襲財産
가족수당 家族手當
가족쟁의 家族爭議
가족적 家族的
가족제도 家族制度
가족주의 家族主義
가족주의적 家族主義的
가족탕 家族湯
가족통계 家族統計
가족회 家族會
가족회사 家族會社
가족회의 家族會議
가존 家尊
가종 歌鐘
가종피 假種皮
가좌 家座
가좌 跏坐
가좌적간 家座摘奸
가좌전 家座錢
가좌차서 家座次序
가죄 加罪
가죄 嫁罪
가죄하다 加罪하다
가죄하다 嫁罪하다
가주 佳酒
가주 假主
가주 假株
가주 嘉酒
가주 家主
가주권 假株券
가주소 假住所
가죽나무 假죽나무
가죽위 가죽韋
가중 加重
가중 家中
가중 苛重
가중감경 加重減輕
가중범 加重犯
가중사 家中事
가중산술평균 加重算術平均
가중주의 加重主義
가중지수 加重指數
가중처벌 加重處罰
가중처벌하다 加重處罰하다
가중치 加重値
가중평균 加重平均
가중평균법 加重平均法
가중하다 加重하다
가중하다 苛重하다
가중형 加重刑
가증 加增
가증 加症
가증 加贈
가증 可憎
가증금 加增金
가증률 加增率
가증맞다 可憎맞다
가증스럽다 可憎스럽다
가증스레 可憎스레
가증임금제 可憎賃金制
가증하다 加增하다
가증하다 加症하다
가증하다 可憎하다
가지 加持
가지 可知
가지각색 가지各色
가지급 假支給
가지급금 假支給金
가지급금계정 假支給金計定
가지급하다 假支給하다
가지기도 加持祈禱
가지도 假地圖
가지무늬토기 가지무늬土器
가지방 加地枋
가지불 假支拂
가지산문 迦智山門
가지산파 迦智山派
가지정 假指定
가지하다 加持하다
가지향수 加持香水
가직 家直
가직 家職
가진 佳辰
가진대이름씨 가진代이름씨
가질 假質
가질 家姪
가질 家秩
가질 苛疾
가집 佳什
가집 加執
가집 家什
가집 家集
가집 家什
가집 歌集
가집하다 加執하다
가집행 假執行
가집행하다 假執行하다
가짓수 가짓數
가징 加徵
가징하다 加徵하다
가짜 假짜
가짜목청 假짜목청
가짜배기 假짜배기
가차 假借
가차압 假差押
가차없다 假借없다
가차없이 假借없이
가차하 加差下
가차하다 假借하다
가차하하다 加差下하다
가찬 佳饌
가찬 加餐
가찬 嘉饌
가찰 苛察
가찰하다 苛察하다
가창 歌唱
가창 街娼
가창력 歌唱力
가창법 歌唱法
가창하다 歌唱하다
가채 加採
가채 可採
가책 呵責
가책 苛責
가책하다 呵責하다
가책하다 苛責하다
가처분 假處分
가처분소득 可處分所得
가처분하다 假處分하다
가척 歌尺
가천 歌天
가철 假綴
가철본 假綴本
가철하다 假綴하다
가첨 加添
가첨문서 加添文書
가첨밥 加添밥
가첨잠 加添잠
가첨하다 加添하다
가첩 家牒
가청 可聽
가청신호 可聽信號
가청음 可聽音
가청음파 可聽音波
가청주파수 可聽周波數
가청한계 可聽限界
가체 歌體
가체포장 假逮捕狀
가초노 假抄奴
가촌 街村
가추 假椎
가추렴 加出斂
가추렴하다 加出斂하다
가축 家畜
가축농 家畜農
가축단위 家畜單位
가축법정전염병 家畜法定傳染病
가축상 家畜商
가축심사 家畜審査
가축자 家畜者
가축학 家畜學
가출 加出
가출 家出
가출렴 加出斂
가출소 假出所
가출소하다 假出所하다
가출여인 家出女人
가출옥 假出獄
가출옥하다 假出獄하다
가출장 假出場
가출하다 家出하다
가취 佳趣
가취 加取
가취 可取
가취 嫁娶
가취 歌吹
가취성 可取性
가취지례 嫁娶之禮
가취하다 加取하다
가취하다 可取하다
가취하다 嫁娶하다
가취하다 歌吹하다
가측값 可測값
가측치 可測値
가치 假齒
가치 價値
가치 加齒
가치감정 價値感情
가치공학 價値工學
가치관 價値觀
가치관리 價値管理
가치교육학 價値敎育學
가치권 價値權
가치긍정성 價値肯定性
가치기준 價値基準
가치론 價値論
가치론적 價値論的
가치문제 價値問題
가치배분 價値配分
가치법칙 價値法則
가치분석 價値分析
가치분할 價値分割
가치설 價値說
가치심리학 價値心理學
가치의식 價値意識
가치인식 價値認識
가치적 價値的
가치척도 價値尺度
가치철학 價値哲學
가치판단 價値判斷
가치하락 價値下落
가치학설 價値學說
가치형태 價値形態
가치혼란 價値混亂
가친 家親
가칠 假칠
가칠 加칠
가칠장이 假칠장이
가칠하다 假칠하다
가칠하다 加칠하다
가칭 佳稱
가칭 假稱
가칭하다 假稱하다
가타 伽陀
가타부타 可타否타
가탁 假託
가탁하다 假託하다
가탄 可歎
가탄 嘉歎
가탄가탄 可歎可歎
가탄하다 可歎하다
가탄하다 嘉歎하다
가태 假態
가택 假宅
가택 家宅
가택방문 家宅訪問
가택보호 家宅保護
가택수사 家宅搜査
가택수색 家宅搜索
가택침입 家宅侵入
가택침입죄 家宅侵入罪
가토 加土
가토하다 加土하다
가톨릭교 가톨릭敎
가톨릭교도 가톨릭敎徒
가통 加痛
가통 可痛
가통 家統
가통가통 可痛可痛
가통지사 可痛之事
가통하다 可痛하다
가투 歌鬪
가투표 假投票
가특력교 加特力敎
가파 加派
가판 加板
가판 家板
가판 架板
가판 架版
가판 街販
가판하다 架版하다
가판하다 街販하다
가패 歌唄
가편 佳篇
가편 加鞭
가편 可便
가편 歌片
가편하다 加鞭하다
가평 嘉平
가평 苛評
가평균 假平均
가평월 嘉平月
가평절 嘉平節
가평하다 苛評하다
가포 價布
가포 苛暴
가표 加標
가표 可票
가품 佳品
가품 家品
가풍 家風
가풍 歌風
가피 加被
가피 痂皮
가피력 加被力
가피병 痂皮病
가피하다 加被하다
가필 加筆
가필 呵筆
가필주대 歌畢奏臺
가필하다 加筆하다
가필하다 呵筆하다
가하 加下
가하 茄荷
가하다 加하다
가하다 可하다
가하지다 加下지다
가하하다 加下하다
가학 加虐
가학 家學
가학 苛虐
가학애 加虐愛
가학적 加虐的
가학증 加虐症
가한 可汗
가함 假銜
가합 加合
가합 可合
가합하다 可合하다
가항 假航
가항 可航
가항 街巷
가항반원 可航半圓
가해 加害
가해자 加害者
가해하다 加害하다
가해행위 加害行爲
가행 加行
가행 嘉行
가행 家行
가행 稼行
가행갱도 稼行坑道
가행과 加行果
가행위 加行位
가행탄전 稼行炭田
가행탐광 稼行探鑛
가향 佳香
가향 家鄕
가헌 家憲
가현 假現
가현운동 假現運動
가현하다 假現하다
가형 加刑
가형 家兄
가형 家形
가형토기 家形土器
가형하다 加刑하다
가호 加號
가호 加護
가호 家戶
가호 家號
가호력 加護力
가호적 假戶籍
가호전 加戶錢
가호하다 加護하다
가혹 苛酷
가혹하다 苛酷하다
가혹히 苛酷히
가화 佳話
가화 假花
가화 加貨
가화 嘉禾
가화 嫁禍
가화 家禍
가화만사성 家和萬事成
가화합 假和合
가확 街廓
가환 家患
가환부 假還付
가환부하다 假還付하다
가환지 假換地
가환환 可換環
가황 加黃
가황계수 加黃係數
가황고무 加黃고무
가황하다 加黃하다
가회 佳會
가회 嘉會
가획 加劃
가획하다 加劃하다
가효 佳肴
가효 嘉肴
가후 家後
가후 駕後
가후금군 駕後禁軍
가후기 駕後旗
가훈 家訓
가훼 嘉卉
가휘 家諱
가흥 佳興
가희 佳姬
가희 歌姬
가히 可히
각 刻
각 剋
각 却
각 卻
각 各
각 咯
각 埆
각 恪
각 慤
각 搉
각 擱
각 格
각 桷
각 殼
각 珏
각 脚
각 覺
각 角
각 較
각 閣
각가속도 角加速度
각가지 各가지
각각 刻刻
각각 各各
각각타거 各各打去
각간 角干
각감 閣監
각개 各個
각개격파 各個擊破
각개교련 各個敎鍊
각개생태학 各個生態學
각개약진 各個躍進
각개인 各個人
각개전투 各個戰鬪
각개점호 各個點呼
각개훈련 各個訓練
각거 各居
각거 覺擧
각거리 角距離
각거하다 各居하다
각건 恪虔
각건 角巾
각건하다 恪虔하다
각경 脚硬
각경증 脚硬症
각계 各界
각계각층 各界各層
각계인사 各界人士
각고 刻苦
각고 恪固
각고 覺苦
각고면려 刻苦勉勵
각고면려하다 刻苦勉勵하다
각고정려 刻苦精勵
각고하다 刻苦하다
각고하다 恪固하다
각곡 各穀
각곡류목 刻鵠類鶩
각곡유목 刻鵠類鶩
각골 刻骨
각골 脚骨
각골난망 刻骨難忘
각골난망하다 刻骨難忘하다
각골명심 刻骨銘心
각골명심하다 刻骨銘心하다
각골분한 刻骨憤恨
각골지통 刻骨之痛
각골통한 刻骨痛恨
각골하다 刻骨하다
각공 刻工
각공 各貢
각공계 各貢契
각과 各科
각과 殼果
각관 各官
각관 覺觀
각관자 角貫子
각괄호 角括弧
각광 脚光
각교 各校
각국 各國
각국 各局
각군 各郡
각궁 各宮
각궁 角弓
각궁반장 角弓反張
각권 閣圈
각궐 各闕
각근 恪勤
각근 恪謹
각근 脚根
각근력 脚筋力
각근면려 恪勤勉勵
각근면려하다 恪勤勉勵하다
각근봉공 恪勤奉公
각근하다 恪勤하다
각근하다 恪謹하다
각급 各急
각급 各級
각기 刻器
각기 刻期
각기 各其
각기 各岐
각기 各技
각기 脚氣
각기 角器
각기 角旗
각기둥 角기둥
각기명하 各其名下
각기병 脚氣病
각기소장 各其所長
각기심 脚氣心
각기약시 脚氣弱視
각기입복 脚氣入腹
각기증 脚氣症
각기충심 脚氣衝心
각기하다 刻期하다
각내 閣內
각단 角端
각단기 角端旗
각답 脚踏
각답실지 脚踏實地
각대 脚帶
각대 角帶
각대 角臺
각댁 各宅
각덕 覺德
각도 刻刀
각도 各道
각도 覺道
각도 角塗
각도 角度
각도 閣道
각도계 角度計
각도기 角度器
각도장 角圖章
각도하다 角塗하다
각동 各洞
각동 覺童
각두 殼斗
각두과 殼斗科
각두정 角頭釘
각둘 各둘
각득 覺得
각득기소 各得其所
각득하다 覺得하다
각등 角燈
각뜨다 脚뜨다
각띠 角띠
각락언 角落堰
각래 覺來
각려 刻勵
각려하다 刻勵하다
각력 脚力
각력 角力
각력 角礫
각력암 角礫巖
각력하다 角力하다
각렬 角列
각렴 刻廉
각렴하다 刻廉하다
각령 覺靈
각령 閣令
각로 却老
각로 脚爐
각로 脚爐
각로 閣老
각로하다 却老하다
각록 角鹿
각론 各論
각료 閣僚
각루 刻漏
각루 刻鏤
각루 刻漏
각루원 刻漏院
각루하다 刻鏤하다
각류 各類
각류반좌 各留半座
각륜 角輪
각리 各里
각리 各離
각리하다 各離하다
각린 角鱗
각립 各立
각립 角立
각립대좌 角立對坐
각립대좌하다 角立對坐하다
각립독행 各立獨行
각립하다 各立하다
각립하다 角立하다
각막 各막
각막 角膜
각막건조증 角膜乾燥症
각막계 角膜計
각막궤양 角膜潰瘍
각막반사 角膜反射
각막백반 角膜白斑
각막실질염 角膜實質炎
각막연화증 角膜軟化症
각막염 角膜炎
각막은행 角膜銀行
각막이식 角膜移植
각막현미경 角膜顯微鏡
각막혼탁 角膜混濁
각면 各面
각면병 角面甁
각면보 角面堡
각명 刻銘
각명 各名
각명하 各名下
각명하다 刻銘하다
각모 脚毛
각모 覺母
각모 角帽
각목 刻木
각목 角木
각목문자 刻木文字
각목하다 刻木하다
각문 刻文
각문 各問
각문 角紋
각문 閣門
각물 各物
각물 殼物
각민 恪敏
각박 刻薄
각박성가 刻薄成家
각박성가하다 刻薄成家하다
각박하다 刻薄하다
각박히 刻薄히
각반 各班
각반 各般
각반 脚絆
각반병 角斑病
각방 各坊
각방 各房
각방 各方
각방 各邦
각방거처 各房居處
각방면 各方面
각방서리 各房胥吏
각배 各拜
각배 各배
각배 角杯
각배율 角倍率
각배하다 各拜하다
각벌 各벌
각별 各別
각별 恪別
각별나다 各別나다
각별명령 各別命令
각별하다 各別하다
각별히 各別히
각보 却步
각보 各寶
각보하다 却步하다
각본 刻本
각본 脚本
각본가 脚本家
각본작가 脚本作家
각본화 脚本化
각봉 各封
각봉투 角封套
각봉하다 各封하다
각부 刻符
각부 各部
각부 脚夫
각부 脚部
각분 各分
각분 角粉
각분하다 各分하다
각불때다 各불때다
각비 刻碑
각비 覺非
각비하다 覺非하다
각뿔 角뿔
각뿔대 角뿔臺
각사 刻絲
각사 各事
각사 各司
각사 慤士
각사 覺辭
각사사고 各司私庫
각사탕 角砂糖
각삭 刻削
각삭하다 刻削하다
각산 各散
각산 各産
각산진비 各散盡飛
각산진비하다 各散盡飛하다
각산하다 各散하다
각산하다 各産하다
각산호류 角珊瑚類
각살림 各살림
각살림하다 各살림하다
각상 各床
각상 角狀
각상 閣上
각색 各色
각색 脚色
각색 角色
각색가 脚色家
각색각양 各色各樣
각색하다 脚色하다
각생 各生
각생약 脚生葯
각생하다 各生하다
각서 覺書
각서 角黍
각석 刻石
각석 各석
각석 角石
각석하다 刻石하다
각선 各線
각선 殼腺
각선 脚線
각선문 刻線文
각선미 脚線美
각설 却說
각설 各設
각설이 却說이
각설이타령 却說이타령
각설탕 角屑糖
각설탕 角雪糖
각설하고 却說하고
각설하다 却說하다
각설하다 各設하다
각섬석 角閃石
각섬석암 角閃石巖
각섬편마암 角閃片痲巖
각성 各姓
각성 覺性
각성 覺醒
각성 角星
각성 角聲
각성기 角星祺
각성바지 各姓바지
각성붙이 各姓붙이
각성제 覺醒劑
각성하다 覺醒하다
각세공 角細工
각세진경 角世眞經
각소 各所
각소 角素
각속도 角速度
